key,title,label,source,source_id,arxiv_id,doi,s2_paper_id
latif2023sparks,Sparks of Large Audio Models: A Survey and Outlook,U,arxiv,2308.12792v3,2308.12792,,374ebdc8240a35820cb7ab8bfca37e180e21b605
the2024large,Large Concept Models: Language Modeling in a Sentence Representation Space,U,arxiv,2412.08821v2,2412.08821,,ec81cfb3c35321a7aa1e4c0dfd1bbcf7c4b97ded
le2024voicebox,Voicebox: Text-Guided Multilingual Universal Speech Generation at Scale,U,arxiv,2306.15687v2,2306.15687,,a9e00c216ce69325a15fd139da0624978e54058a
lee2022direct,Direct speech-to-speech translation with discrete units,U,arxiv,2107.05604v2,2107.05604,,48d5e267ab336a0b4caf2e1909d7860b02c6a736
lee2022textless,Textless Speech-to-Speech Translation on Real Data,U,arxiv,2112.08352v2,2112.08352,,7001e4e66cac41b7164a8a6b78cc70f181037bdf
lee2022autoregressive,Autoregressive Image Generation using Residual Quantization,U,arxiv,2203.01941v2,2203.01941,,8fbc2d349d3d0945efa5e92fd3713734ce63d19e
q-former,BLIP-2: Bootstrapping Language-Image Pre-training with Frozen Image Encoders and Large Language Models,U,arxiv,2301.12597v3,2301.12597,,3f5b31c4f7350dc88002c121aecbdc82f86eb5bb
lin2024advancing,Advancing Large Language Models to Capture Varied Speaking Styles and Respond Properly in Spoken Conversations,U,arxiv,2402.12786v2,2402.12786,,e1ffbf6e1b93d5ac3466d6d7ef3638a399083f05
lin2024alignslmtextlessspokenlanguage,Align-SLM: Textless Spoken Language Models with Reinforcement Learning from AI Feedback,U,arxiv,2411.01834v2,2411.01834,,208bc55d3e31502f86ee695885555a1b92124c78
biasspeechSLT24,Spoken Stereoset: On Evaluating Social Bias Toward Speaker in Speech Large Language Models,U,arxiv,2408.07665v1,2408.07665,,f2af266a35ce57f798e89a613e848e3365484314
biascontentSLT24,Listen and Speak Fairly: A Study on Semantic Gender Bias in Speech Integrated Large Language Models,U,arxiv,2407.06957v1,2407.06957,,5c2ff8d9dab2548bd00fe7bde9afcf706e4eb0fa
prompt1,"Pre-train, Prompt, and Predict: A Systematic Survey of Prompting Methods in Natural Language Processing",U,arxiv,2107.13586v1,2107.13586,,28692beece311a90f5fa1ca2ec9d0c2ce293d069
lo2019mosnet,MOSNet: Deep Learning based Objective Assessment for Voice Conversion,U,arxiv,1904.08352v3,1904.08352,,f45b6ecb84bcae0aec420f7491578f6297fbc81a
desta,DeSTA: Enhancing Speech Language Models through Descriptive Speech-Text Alignment,U,arxiv,2406.18871v1,2406.18871,,32179fd10f2c13c5566f09f1691bc15963f2289f
desta2,DeSTA2: Developing Instruction-Following Speech Language Model Without Speech Instruction-Tuning Data,U,arxiv,2409.20007v2,2409.20007,,83bd40afb5c8531fe7edcf827328103c80982c2d
ma2024languagemodellistenspeaking,Language Model Can Listen While Speaking,U,openalex,https://openalex.org/W4409348167,,,a375c53f7110d0e7d6d9228b63a3faff40f91599
maimon2023speaking,Speaking Style Conversion in the Waveform Domain Using Discrete Self-Supervised Units,U,arxiv,2212.09730v2,2212.09730,,6e97c068d7756d4eb6e98c8e85e891a6c8436147
maimon2024suite,Salmon: A Suite for Acoustic Language Model Evaluation,U,arxiv,2409.07437v3,2409.07437,,85c4badd3e854796757e9ae704bc0315df859276
maimon2025slamming,Slamming: Training a Speech Language Model on One GPU in a Day,U,arxiv,2502.15814v2,2502.15814,,fea2e5accecdf2e5518bb19128b89d8edb8eb8a1
maiti2024voxtlm,Voxtlm: unified decoder-only models for consolidating speech recognition/synthesis and speech/text continuation tasks,U,arxiv,2309.07937v3,2309.07937,,91a06713cbccbfb1b5e1b9f7b62a1fba348616c3
masumura-etal-2018-neural,Neural Dialogue Context Online End-of-Turn Detection,U,semantic_scholar,31e63d59c8b86c2b153b7e57711efc4da2e06913,,,31e63d59c8b86c2b153b7e57711efc4da2e06913
messica2024nast,NAST: Noise Aware Speech Tokenization for Speech Language Models,U,arxiv,2406.11037v1,2406.11037,,d2d36ba44417e86e1b8324ba5f40189f71e23b39
phi4mini,Phi-4-Mini Technical Report: Compact yet Powerful Multimodal Language Models via Mixture-of-LoRAs,U,arxiv,2503.01743v2,2503.01743,,f6e39cee044a03747fbb4b20e335b640b43b884c
mohamed2022self,Self-Supervised Speech Representation Learning: A Review,U,arxiv,2205.10643v3,2205.10643,,f76a5b176f3435214eb87dd105f730f0b53672c3
mostafazadeh2016corpus,A Corpus and Cloze Evaluation for Deeper Understanding of Commonsense Stories,U,semantic_scholar,85b68477a6e031d88b963833e15a4b4fc6855264,,,85b68477a6e031d88b963833e15a4b4fc6855264
mousavi2024dasb,DASB - Discrete Audio and Speech Benchmark,U,arxiv,2406.14294v2,2406.14294,,1d3b4bd9b04c83c8ff7e75bc951b98d263f05bd1
mousavi2024should,How Should We Extract Discrete Audio Tokens from Self-Supervised Models?,U,arxiv,2406.10735v1,2406.10735,,40875b1e950fe6636ef277df4ed6d501f4933307
nachmani2023spoken,Spoken Question Answering and Speech Continuation Using Spectrogram-Powered LLM,U,arxiv,2305.15255v4,2305.15255,,d154833ad5b4b1853cfa3681a291e201b82a0c2e
dGSLM,Generative Spoken Dialogue Language Modeling,U,arxiv,2203.16502v2,2203.16502,,5a29401272d58c20bcd95728f646c186f62b6c48
nguyen2024spirit,Spirit LM: Interleaved Spoken and Written Language Model,U,arxiv,2402.05755v2,2402.05755,,7547e30ba98a0217f07a6bb9fc393902bbc89269
gpt4,GPT-4 Technical Report,U,arxiv,2303.08774v6,2303.08774,,163b4d6a79a5b19af88b8585456363340d9efd04
